ENTRY,PERIOD,DOCNO,DATE,STOCKNO,QTY,REF,ORDERNO,ACCNO,RETAIL,COST,DISC,REP,USER,LOCATION,EXCODE,FRETAIL,FCOST
I,1,001490,2024-07-01,JL-3098C,1.0,,001468,PRJ010,174.0,174.0,0.0,001,ESTHER,00,00,174.0,0.0
I,1,001490,2024-07-01,JL-YK605A,1.0,,001468,PRJ010,296.0,309.7143,0.0,001,ESTHER,00,00,296.0,0.0
I,1,001490,2024-07-01,JL-YK605B,1.0,,001468,PRJ010,256.0,256.0,0.0,001,ESTHER,00,00,256.0,0.0
I,1,001490,2024-07-01,JL-YK605C,1.0,,001468,PRJ010,216.0,214.4286,0.0,001,ESTHER,00,00,216.0,0.0
I,1,001490,2024-07-01,CR-P32-3,1.0,,001468,PRJ010,186.0,186.0,0.0,001,ESTHER,00,00,186.0,0.0
I,1,001490,2024-07-01,JL-2013C,1.0,,001468,PRJ010,151.0,151.0,0.0,001,ESTHER,00,00,151.0,0.0
I,1,001490,2024-07-01,JL-2013D,1.0,,001468,PRJ010,128.0,128.0,0.0,001,ESTHER,00,00,128.0,0.0
I,1,001490,2024-07-01,JL-T166A,1.0,,001468,PRJ010,175.0,175.0,0.0,001,ESTHER,00,00,175.0,0.0
I,1,001490,2024-07-01,JL-T166B,1.0,,001468,PRJ010,153.0,153.0,0.0,001,ESTHER,00,00,153.0,0.0
I,1,001490,2024-07-01,JL-T166C,1.0,,001468,PRJ010,136.0,136.0,0.0,001,ESTHER,00,00,136.0,0.0
I,1,001490,2024-07-01,JL-677R-A,1.0,,001468,PRJ010,144.0,144.0,0.0,001,ESTHER,00,00,144.0,0.0
I,1,001490,2024-07-01,JL-677R-B,1.0,,001468,PRJ010,128.0,128.0,0.0,001,ESTHER,00,00,128.0,0.0
I,1,001490,2024-07-01,JL-677R-C,1.0,,001468,PRJ010,112.0,112.0,0.0,001,ESTHER,00,00,112.0,0.0
I,1,001490,2024-07-01,ZJ-YG-248,3.0,,001468,PRJ010,61.0,61.0,0.0,001,ESTHER,00,00,61.0,0.0
I,1,001490,2024-07-01,JL-137B-A,1.0,,001468,PRJ010,96.0,96.0,0.0,001,ESTHER,00,00,96.0,0.0
I,1,001490,2024-07-01,JL-137B-B,1.0,,001468,PRJ010,92.0,92.0,0.0,001,ESTHER,00,00,92.0,0.0
I,1,001490,2024-07-01,JL-137B-C,1.0,,001468,PRJ010,80.0,80.0,0.0,001,ESTHER,00,00,80.0,0.0
I,1,001490,2024-07-01,JL-QS061-BA,1.0,,001468,PRJ010,116.0,116.0,0.0,001,ESTHER,00,00,116.0,0.0
I,1,001490,2024-07-01,JL-QS061-BB,1.0,,001468,PRJ010,100.0,100.0,0.0,001,ESTHER,00,00,100.0,0.0
I,1,001490,2024-07-01,JL-QS061-BC,1.0,,001468,PRJ010,88.0,88.0,0.0,001,ESTHER,00,00,88.0,0.0
I,1,001490,2024-07-01,JL-YK037,1.0,,001468,PRJ010,115.0,115.0,0.0,001,ESTHER,00,00,115.0,0.0
I,1,001490,2024-07-01,JL-TF017-B,5.0,,001468,PRJ010,48.0,48.0,0.0,001,ESTHER,00,00,48.0,0.0
I,1,001490,2024-07-01,JL-TF017-C,5.0,,001468,PRJ010,40.0,40.0,0.0,001,ESTHER,00,00,40.0,0.0
I,1,001490,2024-07-01,JL-3038A,2.0,,001468,PRJ010,80.0,160.0,0.0,001,ESTHER,00,00,80.0,0.0
I,1,001490,2024-07-01,JL-3038B,3.0,,001468,PRJ010,75.0,150.0,0.0,001,ESTHER,00,00,75.0,0.0
I,1,001491,2024-07-02,ZJ-0104A,5.0,,001464,CWMT01,237.6,264.0,0.0,001,ESTHER,00,00,237.6,0.0
I,1,001492,2024-07-02,CS-J-13B,5.0,,001450,TB0100,85.36,97.0,0.0,003,BIANCA P,00,00,85.36,0.0
I,1,001492,2024-07-02,CS-GM70P,80.0,,001450,TB0100,29.92,34.0,0.0,003,BIANCA P,00,00,29.92,0.0
I,1,001492,2024-07-02,CS-PP102-M,5.0,,001450,TB0100,251.68,286.0,0.0,003,BIANCA P,00,00,251.68,0.0
I,1,001492,2024-07-02,ZJ-T140C-GD,1.0,,001450,TB0100,108.24,123.0,0.0,003,BIANCA P,00,00,108.24,0.0
I,1,001492,2024-07-02,ZJ-T140C-SV,1.0,,001450,TB0100,108.25,123.0,0.0,003,BIANCA P,00,00,108.25,0.0
I,1,001492,2024-07-02,ZJ-T140C-BZ,1.0,,001450,TB0100,108.24,123.0,0.0,003,BIANCA P,00,00,108.24,0.0
I,1,001492,2024-07-02,ZJ-GX2-C,1.0,,001450,TB0100,123.2,140.0,0.0,003,BIANCA P,00,00,123.2,0.0
I,1,001492,2024-07-02,ZJ-0104A,1.0,,001450,TB0100,232.32,264.0,0.0,003,BIANCA P,00,00,232.32,0.0
I,1,001492,2024-07-02,ZJ-5020B,1.0,,001450,TB0100,260.48,296.0,0.0,003,BIANCA P,00,00,260.48,0.0
I,1,001492,2024-07-02,ZJ-28-C,1.0,,001450,TB0100,40.48,46.0,0.0,003,BIANCA P,00,00,40.48,0.0
I,1,001492,2024-07-02,ZJ-205A,1.0,,001450,TB0100,168.96,192.0,0.0,003,BIANCA P,00,00,168.96,0.0
I,1,001492,2024-07-02,ZJ-205B,1.0,,001450,TB0100,133.75,152.0,0.0,003,BIANCA P,00,00,133.75,0.0
I,1,001492,2024-07-02,ZJ-205C,1.0,,001450,TB0100,105.6,120.0,0.0,003,BIANCA P,00,00,105.6,0.0
I,1,001492,2024-07-02,JL-4066B,1.0,,001450,TB0100,238.48,271.0,0.0,003,BIANCA P,00,00,238.48,0.0
I,1,001492,2024-07-02,JL-3064A,1.0,,001450,TB0100,246.4,280.0,0.0,003,BIANCA P,00,00,246.4,0.0
I,1,001492,2024-07-02,JL-3064B,1.0,,001450,TB0100,223.52,254.0,0.0,003,BIANCA P,00,00,223.52,0.0
I,1,001492,2024-07-02,ZJ-YG157-SV,1.0,,001450,TB0100,48.4,55.0,0.0,003,BIANCA P,00,00,48.4,0.0
I,1,001492,2024-07-02,CS-K05-L,6.0,,001450,TB0100,357.28,406.0,0.0,003,BIANCA P,00,00,357.28,0.0
I,1,001492,2024-07-02,CS-101040-C,2.0,,001450,TB0100,146.96,167.0,0.0,003,BIANCA P,00,00,146.96,0.0
I,1,001493,2024-07-02,LC-70BZ,10.0,,,TDG020,19.55,23.0,0.0,003,BIANCA P,00,00,19.55,0.0
I,1,001494,2024-07-02,CS-PP71G-M,7.0,,001469,HD0100,282.44,307.0,0.0,003,BIANCA P,00,00,282.44,0.0
I,1,001494,2024-07-02,CS-PP71G-S,4.0,,001469,HD0100,262.2,285.0,0.0,003,BIANCA P,00,00,262.2,0.0
I,1,001494,2024-07-02,CS-H280-M,2.0,,001469,HD0100,331.2,360.0,0.0,003,BIANCA P,00,00,331.2,0.0
I,1,001495,2024-07-02,CS-KH201,12.0,,001460,PA0400,90.0,100.0,0.0,003,BIANCA P,00,00,90.0,0.0
I,1,001495,2024-07-02,CS-K05-M,5.0,,001460,PA0400,286.2,318.0,0.0,003,BIANCA P,00,00,286.2,0.0
I,1,001495,2024-07-02,JL-3064A,5.0,,001460,PA0400,252.0,280.0,0.0,003,BIANCA P,00,00,252.0,0.0
I,1,001496,2024-07-03,CS-PRI-01,5.0,WP ANGLING,001466,TDG020,242.25,285.0,0.0,003,BIANCA P,00,00,242.25,0.0
I,1,001496,2024-07-03,ZJ-MR01-RD,36.0,WP ANGLING,001466,TDG020,2.55,3.0,0.0,003,BIANCA P,00,00,2.55,0.0
I,1,001497,2024-07-03,CS-GR05-B,1.0,,001470,CTR010,461.0,461.0,0.0,003,BIANCA P,00,00,461.0,0.0
I,1,001498,2024-07-03,RH-01-R,36.0,,,TDG020,3.4,4.0,0.0,003,BIANCA P,00,00,3.4,0.0
C,1,000036,2024-07-03,ZJ-MR01-RD,-36.0,WP ANGLING,001496,TDG020,2.55,3.0,0.0,003,BIANCA P,00,00,2.55,0.0
I,1,001499,2024-07-03,CS-K05-S,1.0,,,FDS010,233.68,254.0,0.0,003,BIANCA P,00,00,233.68,0.0
I,1,001500,2024-07-03,CS-H-2,10.0,,001475,CGA000,185.07,199.0,0.0,001,ESTHER,00,00,185.07,0.0
I,1,001501,2024-07-04,ZJ-MR01-BL,500.0,,001474,TE0300,2.55,3.0,0.0,003,BIANCA P,00,00,2.55,0.0
I,1,001501,2024-07-04,CS-56-S,12.0,,001474,TE0300,118.15,139.0,0.0,003,BIANCA P,00,00,118.15,0.0
I,1,001501,2024-07-04,CS-810,1.0,,001474,TE0300,324.7,461.0,0.0,003,BIANCA P,00,00,324.7,0.0
I,1,001501,2024-07-04,CS-815,1.0,,001474,TE0300,324.71,382.0,0.0,003,BIANCA P,00,00,324.71,0.0
I,1,001501,2024-07-04,HX-4279-A1,2.0,,001474,TE0300,226.94,267.0,0.0,003,BIANCA P,00,00,226.94,0.0
I,1,001501,2024-07-04,HX-2001,2.0,,001474,TE0300,158.95,187.0,0.0,003,BIANCA P,00,00,158.95,0.0
I,1,001501,2024-07-04,HX-1705,2.0,,001474,TE0300,403.75,475.0,0.0,003,BIANCA P,00,00,403.75,0.0
I,1,001501,2024-07-04,HX-5539-C,2.0,,001474,TE0300,111.35,131.0,0.0,003,BIANCA P,00,00,111.35,0.0
I,1,001501,2024-07-04,ZJ-T140C-GD,2.0,,001474,TE0300,104.55,123.0,0.0,003,BIANCA P,00,00,104.55,0.0
I,1,001501,2024-07-04,ZJ-T140C-SV,2.0,,001474,TE0300,104.54,123.0,0.0,003,BIANCA P,00,00,104.54,0.0
I,1,001501,2024-07-04,ZJ-T140C-BZ,2.0,,001474,TE0300,104.565,123.0,0.0,003,BIANCA P,00,00,104.565,0.0
I,1,001502,2024-07-04,EXTRA3,29.0,,001457,E04000,8.0,1.0,0.0,003,BIANCA P,00,00,8.0,0.0
I,1,001502,2024-07-04,EXTRA3,43.0,,001457,E04000,9.0,1.0,0.0,003,BIANCA P,00,00,9.0,0.0
I,1,001502,2024-07-04,EXTRA3,17.0,,001457,E04000,7.5,1.0,0.0,003,BIANCA P,00,00,7.5,0.0
I,1,001503,2024-07-04,CS-55-L,2.0,,001483,MSB010,177.63,191.0,0.0,001,ESTHER,00,00,177.63,0.0
I,1,001503,2024-07-04,CS-FH-5M,1.0,,001483,MSB010,177.63,191.0,0.0,001,ESTHER,00,00,177.63,0.0
I,1,001503,2024-07-04,JL-787A,1.0,,001483,MSB010,119.04,128.0,0.0,001,ESTHER,00,00,119.04,0.0
I,1,001503,2024-07-04,JL-787B,1.0,,001483,MSB010,89.28,96.0,0.0,001,ESTHER,00,00,89.28,0.0
I,1,001503,2024-07-04,ZJ-2066-B,1.0,,001483,MSB010,297.6,320.0,0.0,001,ESTHER,00,00,297.6,0.0
I,1,001503,2024-07-04,ZJ-YG058A,1.0,,001483,MSB010,245.52,264.0,0.0,001,ESTHER,00,00,245.52,0.0
I,1,001503,2024-07-04,JL-1509B,1.0,,001483,MSB010,252.03,271.0,0.0,001,ESTHER,00,00,252.03,0.0
I,1,001504,2024-07-04,JL-SF01-GD,200.0,,001478,PA0400,9.9,11.0,0.0,003,BIANCA P,00,00,9.9,0.0
I,1,001504,2024-07-04,CS-H-20,10.0,,001478,PA0400,179.1,199.0,0.0,003,BIANCA P,00,00,179.1,0.0
I,1,001505,2024-07-05,CS-FH-5M,1.0,SAMPLES,001480,TDG020,162.35,191.0,0.0,003,BIANCA P,00,00,162.35,0.0
I,1,001505,2024-07-05,GH-3040,1.0,SAMPLES,001480,TDG020,338.3,398.0,0.0,003,BIANCA P,00,00,338.3,0.0
I,1,001506,2024-07-05,CS-137030-C,9.0,CECIL NURSE,001482,TDG020,94.35,111.0,0.0,003,BIANCA P,00,00,94.35,0.0
I,1,001506,2024-07-05,CS-168035-C,2.0,CECIL NURSE,001482,TDG020,127.5,150.0,0.0,003,BIANCA P,00,00,127.5,0.0
I,1,001507,2024-07-05,CS-K05-S,1.0,,,FDS010,233.68,254.0,0.0,003,BIANCA P,00,00,233.68,0.0
I,1,001507,2024-07-05,JL-S01-GD,11.0,,,FDS010,10.12,11.0,0.0,003,BIANCA P,00,00,10.12,0.0
I,1,001508,2024-07-05,CS-BP01,10.0,,001485,FP0200,44.16,48.0,0.0,001,ESTHER,00,00,44.16,0.0
I,1,001508,2024-07-05,CS-PP46,20.0,,001485,FP0200,190.44,207.0,0.0,001,ESTHER,00,00,190.44,0.0
I,1,001509,2024-07-05,CS-06B-S,1.0,,001476,TB0100,230.56,262.0,0.0,003,BIANCA P,00,00,230.56,0.0
I,1,001509,2024-07-05,CS-J-4B,6.0,,001476,TB0100,85.35,97.0,0.0,003,BIANCA P,00,00,85.35,0.0
I,1,001509,2024-07-05,LD-90-S,2.0,,001476,TB0100,316.8,360.0,0.0,003,BIANCA P,00,00,316.8,0.0
I,1,001509,2024-07-05,LD-54-120,1.0,,001476,TB0100,202.4,230.0,0.0,003,BIANCA P,00,00,202.4,0.0
I,1,001509,2024-07-05,CS-59-1M,4.0,,001476,TB0100,175.12,199.0,0.0,003,BIANCA P,00,00,175.12,0.0
I,1,001509,2024-07-05,CS-PP102-S,2.0,,001476,TB0100,217.36,247.0,0.0,003,BIANCA P,00,00,217.36,0.0
I,1,001510,2024-07-05,CS-H-20,30.0,,001486,PA0400,179.1,199.0,0.0,003,BIANCA P,00,00,179.1,0.0
I,1,001511,2024-07-05,CS-KH14-L,2.0,,001487,CTR010,509.0,509.0,0.0,003,BIANCA P,00,00,509.0,0.0
I,1,001511,2024-07-05,CS-KH14-M,8.0,,001487,CTR010,445.0,445.0,0.0,003,BIANCA P,00,00,445.0,0.0
I,1,001511,2024-07-05,CS-H280-M,18.0,,001487,CTR010,360.0,360.0,0.0,003,BIANCA P,00,00,360.0,0.0
I,1,001511,2024-07-05,CS-H280-S,6.0,,001487,CTR010,277.0,277.0,0.0,003,BIANCA P,00,00,277.0,0.0
I,1,001512,2024-07-05,CS-J-60,48.0,,001488,JAM010,82.45,97.0,0.0,001,ESTHER,00,00,82.45,0.0
I,1,001512,2024-07-05,CS-J-6,10.0,,001488,JAM010,82.45,97.0,0.0,001,ESTHER,00,00,82.45,0.0
I,1,001512,2024-07-05,CS-J-8,1.0,,001488,JAM010,82.46,97.0,0.0,001,ESTHER,00,00,82.46,0.0
I,1,001512,2024-07-05,CS-J-7B,10.0,,001488,JAM010,82.45,97.0,0.0,001,ESTHER,00,00,82.45,0.0
I,1,001513,2024-07-05,CS-45-L,2.0,,001491,T4U010,177.51,183.0,0.0,001,ESTHER,00,00,177.51,0.0
I,1,001513,2024-07-05,CS-45-M,2.0,,001491,T4U010,154.23,159.0,0.0,001,ESTHER,00,00,154.23,0.0
I,1,001513,2024-07-05,CS-45-S,2.0,,001491,T4U010,116.4,120.0,0.0,001,ESTHER,00,00,116.4,0.0
I,1,001514,2024-07-08,CS-BB12-M,1.0,,001495,SPW010,286.0,286.0,0.0,001,ESTHER,00,00,286.0,0.0
I,1,001515,2024-07-08,CS-PP45,15.0,,001472,TA0100,186.3,207.0,0.0,003,BIANCA P,00,00,186.3,0.0
I,1,001516,2024-07-08,JL-3064B,18.0,,001490,CBT010,254.0,254.0,0.0,003,BIANCA P,00,00,254.0,0.0
I,1,001516,2024-07-08,JL-3064C,1.0,,001490,CBT010,229.0,229.0,0.0,003,BIANCA P,00,00,229.0,0.0
I,1,001517,2024-07-08,JL-788E,2.0,,,FDS010,125.12,136.0,0.0,003,BIANCA P,00,00,125.12,0.0
I,1,001517,2024-07-08,JL-788D,2.0,,,FDS010,154.56,166.443,0.0,003,BIANCA P,00,00,154.56,0.0
I,1,001517,2024-07-08,JL-788F,2.0,,,FDS010,110.4,120.0,0.0,003,BIANCA P,00,00,110.4,0.0
I,1,001517,2024-07-08,CS-J-4B,1.0,,,FDS010,89.25,97.0,0.0,003,BIANCA P,00,00,89.25,0.0
I,1,001518,2024-07-08,CS-H280-L,2.0,,001492,TB0100,396.0,450.0,0.0,003,BIANCA P,00,00,396.0,0.0
I,1,001518,2024-07-08,CS-H280-M,2.0,,001492,TB0100,316.8,360.0,0.0,003,BIANCA P,00,00,316.8,0.0
I,1,001518,2024-07-08,CS-J-60,8.0,,001492,TB0100,85.36,97.0,0.0,003,BIANCA P,00,00,85.36,0.0
I,1,001518,2024-07-08,LD-T082-150,8.0,,001492,TB0100,189.2,215.0,0.0,003,BIANCA P,00,00,189.2,0.0
I,1,001518,2024-07-08,LD-T082-120,8.0,,001492,TB0100,146.96,167.0,0.0,003,BIANCA P,00,00,146.96,0.0
I,1,001518,2024-07-08,LD-T082-100,8.0,,001492,TB0100,119.68,136.0,0.0,003,BIANCA P,00,00,119.68,0.0
I,1,001518,2024-07-08,CS-J-6,2.0,,001492,TB0100,85.36,97.0,0.0,003,BIANCA P,00,00,85.36,0.0
I,1,001519,2024-07-08,LD-GT01-S,6.0,,001497,TC0700,117.0,130.0,0.0,001,ESTHER,00,00,117.0,0.0
I,1,001520,2024-07-09,CS-137030-B,1.0,,001489,3DCS01,139.0,139.0,0.0,001,ESTHER,00,00,139.0,0.0
I,1,001521,2024-07-09,JL-G2091-1GD,3.0,,,LYE010,60.8,64.0,0.0,003,BIANCA P,00,00,60.8,0.0
I,1,001521,2024-07-09,JL-G2091-1SV,3.0,,,LYE010,60.8,64.0,0.0,003,BIANCA P,00,00,60.8,0.0
I,1,001521,2024-07-09,JL-G2091-1BZ,3.0,,,LYE010,60.8,64.0,0.0,003,BIANCA P,00,00,60.8,0.0
I,1,001521,2024-07-09,HH-19443-SV,3.0,,,LYE010,49.4,52.0,0.0,003,BIANCA P,00,00,49.4,0.0
I,1,001521,2024-07-09,HH-19443-BZ,3.0,,,LYE010,49.4,52.0,0.0,003,BIANCA P,00,00,49.4,0.0
N,1,000408,2024-07-09,ZJ-302C,-1.0,,QTY,,0.0,102.0,0.0,,BIANCA P,00,00,0.0,0.0
I,1,001522,2024-07-09,EXTRA3,1.0,,,TT0700,1104.0,1.0,0.0,003,BIANCA P,00,00,1104.0,0.0
I,1,001522,2024-07-09,ZJ-302C,5.0,,,TT0700,93.84,102.0,0.0,003,BIANCA P,00,00,93.84,0.0
I,1,001522,2024-07-09,CS-PP44,2.0,,,TT0700,190.44,207.0,0.0,003,BIANCA P,00,00,190.44,0.0
C,1,000037,2024-07-09,CS-PP44,-2.0,,001522,TT0700,190.44,207.0,0.0,003,BIANCA P,00,00,190.44,0.0
C,1,000037,2024-07-09,EXTRA3,-1.0,,001522,TT0700,1104.0,1.0,0.0,003,BIANCA P,00,00,1104.0,0.0
C,1,000037,2024-07-09,ZJ-302C,-5.0,,001522,TT0700,93.84,102.0,0.0,003,BIANCA P,00,00,93.84,0.0
I,1,001523,2024-07-09,EXTRA3,1.0,,,TT0700,175.0,1.0,0.0,003,BIANCA P,00,00,175.0,0.0
I,1,001523,2024-07-09,ZJ-302C,5.0,,,TT0700,93.84,102.0,0.0,003,BIANCA P,00,00,93.84,0.0
I,1,001523,2024-07-09,CS-PP44,2.0,,,TT0700,190.45,207.0,0.0,003,BIANCA P,00,00,190.45,0.0
I,1,001524,2024-07-09,HX-1575,1.0,,,TD0100,187.0,187.0,0.0,003,BIANCA P,00,00,187.0,0.0
I,1,001524,2024-07-09,HX-3123B,1.0,,,TD0100,167.0,167.0,0.0,003,BIANCA P,00,00,167.0,0.0
I,1,001524,2024-07-09,HX-3684-B11,1.0,,,TD0100,199.0,199.0,0.0,003,BIANCA P,00,00,199.0,0.0
I,1,001524,2024-07-09,HX-1920B,4.0,,,TD0100,152.0,152.0,0.0,003,BIANCA P,00,00,152.0,0.0
I,1,001524,2024-07-09,HX-2357A,1.0,,,TD0100,95.0,95.0,0.0,003,BIANCA P,00,00,95.0,0.0
I,1,001524,2024-07-09,HX-2550A,6.0,,,TD0100,59.0,59.0,0.0,003,BIANCA P,00,00,59.0,0.0
I,1,001524,2024-07-09,HX-1507-A1,4.0,,,TD0100,81.0,81.0,0.0,003,BIANCA P,00,00,81.0,0.0
I,1,001524,2024-07-09,CS-06B-L,1.0,,,TD0100,337.0,337.0,0.0,003,BIANCA P,00,00,337.0,0.0
I,1,001524,2024-07-09,CS-06B-M,2.0,,,TD0100,300.0,300.0,0.0,003,BIANCA P,00,00,300.0,0.0
I,1,001525,2024-07-09,JT-666-C,3.0,MOWORLD,001493,IT0100,60.3033,67.0,0.0,003,BIANCA P,00,00,60.3033,0.0
I,1,001525,2024-07-09,LD-T082-80,2.0,MOWORLD,001493,IT0100,87.295,97.0,0.0,003,BIANCA P,00,00,87.295,0.0
I,1,001525,2024-07-09,LD-T082-150,1.0,MOWORLD,001493,IT0100,193.51,215.0,0.0,003,BIANCA P,00,00,193.51,0.0
I,1,001526,2024-07-10,CS-KH205,100.0,,001498,SN0200,85.0,100.0,0.0,001,ESTHER,00,00,85.0,0.0
I,1,001526,2024-07-10,CS-PP71G-L,8.0,,001498,SN0200,286.45,337.0,0.0,001,ESTHER,00,00,286.45,0.0
I,1,001527,2024-07-10,JL-2068-A,4.0,,001499,CWMT01,316.8,352.0,0.0,001,ESTHER,00,00,316.8,0.0
I,1,001528,2024-07-10,LD-T083,10.0,,001501,SN0200,237.15,279.0,0.0,001,ESTHER,00,00,237.15,0.0
I,1,001529,2024-07-10,JL-788D,11.0,,,FDS010,154.56,166.443,0.0,003,BIANCA P,00,00,154.56,0.0
I,1,001529,2024-07-10,JL-788E,11.0,,,FDS010,125.12,136.0,0.0,003,BIANCA P,00,00,125.12,0.0
I,1,001529,2024-07-10,JL-788F,11.0,,,FDS010,110.4,120.0,0.0,003,BIANCA P,00,00,110.4,0.0
I,1,001530,2024-07-10,CS-PP102-M,3.0,,001502,CP0100,286.0,286.0,0.0,001,ESTHER,00,00,286.0,0.0
I,1,001531,2024-07-10,CS-KH201,5.0,,001504,UBMM01,97.0,100.0,0.0,001,ESTHER,00,00,97.0,0.0
I,1,001531,2024-07-10,CS-KH205,15.0,,001504,UBMM01,97.0,100.0,0.0,001,ESTHER,00,00,97.0,0.0
C,1,000038,2024-07-10,CS-KH201,-5.0,,001531,UBMM01,97.0,100.0,0.0,001,ESTHER,00,00,97.0,0.0
C,1,000038,2024-07-10,CS-KH205,-15.0,,001531,UBMM01,97.0,100.0,0.0,001,ESTHER,00,00,97.0,0.0
I,1,001532,2024-07-10,CS-KH201,5.0,,001504,UBMM01,97.0,100.0,0.0,001,ESTHER,00,00,97.0,0.0
I,1,001532,2024-07-10,CS-KH205,15.0,,001504,UBMM01,97.0,100.0,0.0,001,ESTHER,00,00,97.0,0.0
I,1,001532,2024-07-10,JL-WF01-BZ,1.0,,001504,UBMM01,15.52,16.0,0.0,001,ESTHER,00,00,15.52,0.0
I,1,001532,2024-07-10,JL-WF01-SV,1.0,,001504,UBMM01,15.52,16.0,0.0,001,ESTHER,00,00,15.52,0.0
I,1,001532,2024-07-10,JL-WF01-GD,1.0,,001504,UBMM01,15.53,16.0,0.0,001,ESTHER,00,00,15.53,0.0
I,1,001533,2024-07-10,ZJ-5020A,2.0,,001503,TB0100,295.68,336.0,0.0,003,BIANCA P,00,00,295.68,0.0
I,1,001533,2024-07-10,ZJ-5020C,6.0,,001503,TB0100,218.24,248.0,0.0,003,BIANCA P,00,00,218.24,0.0
I,1,001534,2024-07-10,HX-1968,1.0,,,TD0100,213.0,213.0,0.0,003,BIANCA P,00,00,213.0,0.0
I,1,001534,2024-07-10,CS-PP102-L,1.0,,,TD0100,334.0,334.0,0.0,003,BIANCA P,00,00,334.0,0.0
I,1,001534,2024-07-10,CS-PP102-M,8.0,,,TD0100,286.0,286.0,0.0,003,BIANCA P,00,00,286.0,0.0
I,1,001534,2024-07-10,CS-8830,33.0,,,TD0100,68.0,68.0,0.0,003,BIANCA P,00,00,68.0,0.0
I,1,001534,2024-07-10,CS-195A-M,1.0,,,TD0100,240.0,240.0,0.0,003,BIANCA P,00,00,240.0,0.0
I,1,001534,2024-07-10,CS-195A-L,2.0,,,TD0100,270.0,270.0,0.0,003,BIANCA P,00,00,270.0,0.0
I,1,001534,2024-07-10,CS-195A-M,1.0,,,TD0100,240.0,240.0,0.0,003,BIANCA P,00,00,240.0,0.0
I,1,001534,2024-07-10,CS-195A-S,2.0,,,TD0100,210.0,210.0,0.0,003,BIANCA P,00,00,210.0,0.0
I,1,001534,2024-07-10,LD-L40,41.0,,,TD0100,26.0,26.0,0.0,003,BIANCA P,00,00,26.0,0.0
I,1,001534,2024-07-10,JT-SB80,5.0,,,TD0100,45.0,45.0,0.0,003,BIANCA P,00,00,45.0,0.0
I,1,001534,2024-07-10,JT-SNB-80,32.0,,,TD0100,55.0,55.0,0.0,003,BIANCA P,00,00,55.0,0.0
I,1,001535,2024-07-11,LD-GT00-L,26.0,LENOVO,001441,TDG020,171.7,202.0,0.0,003,BIANCA P,00,00,171.7,0.0
I,1,001536,2024-07-11,GH-3106,1.0,,,TDG020,372.3,438.0,0.0,003,BIANCA P,00,00,372.3,0.0
I,1,001536,2024-07-11,GH-3047,1.0,,,TDG020,405.46,477.0,0.0,003,BIANCA P,00,00,405.46,0.0
I,1,001537,2024-07-11,JL-W03-GD,100.0,,001506,TP0200,10.4,10.4,0.0,001,ESTHER,00,00,10.4,0.0
I,1,001537,2024-07-11,JL-W03-BZ,50.0,,001506,TP0200,10.4,10.4,0.0,001,ESTHER,00,00,10.4,0.0
I,1,001537,2024-07-11,JL-W03-SV,100.0,,001506,TP0200,10.4,10.4,0.0,001,ESTHER,00,00,10.4,0.0
I,1,001538,2024-07-11,CS-BB12-S,4.0,,001473,HD0100,213.44,232.0,0.0,003,BIANCA P,00,00,213.44,0.0
I,1,001538,2024-07-11,CS-PP71G-S,5.0,,001473,HD0100,262.2,285.0,0.0,003,BIANCA P,00,00,262.2,0.0
I,1,001539,2024-07-12,CS-K05-L,7.0,REMAX,001484,CIG010,373.52,406.0,0.0,003,BIANCA P,00,00,373.52,0.0
I,1,001539,2024-07-12,CS-K05-M,2.0,REMAX,001484,CIG010,292.56,318.0,0.0,003,BIANCA P,00,00,292.56,0.0
I,1,001539,2024-07-12,CS-PP102-L,2.0,REMAX,001484,CIG010,307.28,334.0,0.0,003,BIANCA P,00,00,307.28,0.0
I,1,001539,2024-07-12,CS-PP102-M,4.0,REMAX,001484,CIG010,263.12,286.0,0.0,003,BIANCA P,00,00,263.12,0.0
I,1,001539,2024-07-12,CS-H280-L,6.0,REMAX,001484,CIG010,414.0,450.0,0.0,003,BIANCA P,00,00,414.0,0.0
I,1,001539,2024-07-12,CS-H280-M,2.0,REMAX,001484,CIG010,331.2,360.0,0.0,003,BIANCA P,00,00,331.2,0.0
I,1,001539,2024-07-12,CS-BP01,30.0,REMAX,001484,CIG010,44.16,48.0,0.0,003,BIANCA P,00,00,44.16,0.0
I,1,001539,2024-07-12,CS-158040-C,50.0,REMAX,001484,CIG010,147.2,160.0,0.0,003,BIANCA P,00,00,147.2,0.0
I,1,001540,2024-07-12,CS-KH205,5.0,,001509,TSS020,90.0,100.0,0.0,001,ESTHER,00,00,90.0,0.0
I,1,001540,2024-07-12,CS-KH14-M,5.0,,001509,TSS020,400.5,445.0,0.0,001,ESTHER,00,00,400.5,0.0
I,1,001540,2024-07-12,CS-KH14-S,6.0,,001509,TSS020,293.4,326.0,0.0,001,ESTHER,00,00,293.4,0.0
I,1,001540,2024-07-12,CS-PP46,10.0,,001509,TSS020,186.31,207.0,0.0,001,ESTHER,00,00,186.31,0.0
I,1,001540,2024-07-12,CS-BB12-M,6.0,,001509,TSS020,257.4,286.0,0.0,001,ESTHER,00,00,257.4,0.0
I,1,001541,2024-07-12,LD-GT00-S,4.0,,001511,IT0100,129.6,144.0,0.0,003,BIANCA P,00,00,129.6,0.0
