ENTRY,PERIOD,DOCNO,DATE,STOCKNO,QTY,REF,ORDERNO,ACCNO,RETAIL,COST,DISC,REP,USER,LOCATION,EXCODE,FRETAIL,FCOST
I,1,000001,2023-10-02,LD-GT01-L,9.0,,000006,TDG020,134.3,158.0,0.0,003,BIANCA P,00,00,134.3,0.0
I,1,000001,2023-10-02,LD-GT01-M,9.0,,000006,TDG020,122.4,144.0,0.0,003,BIANCA P,00,00,122.4,0.0
I,1,000001,2023-10-02,LD-GT01-S,9.0,,000006,TDG020,110.5,130.0,0.0,003,BIANCA P,00,00,110.5,0.0
I,1,000002,2023-10-02,CS-PRI-01,15.0,RNS (BLUE),000012,TDG020,242.25,285.0,0.0,003,BIANCA P,00,00,242.25,0.0
I,1,000003,2023-10-02,CS-PP102R-L,11.0,ALLIGATOR,000007,TDG020,267.75,315.0,0.0,003,BIANCA P,00,00,267.75,0.0
N,1,000001,2023-10-02,CS-55-L,28.0,,QTY,,0.0,191.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000002,2023-10-02,CS-55-M,15.0,,QTY,,0.0,169.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000003,2023-10-02,CS-55-S,12.0,,QTY,,0.0,131.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000004,2023-10-02,CS-H-3,20.0,,QTY,,0.0,187.0,0.0,,BIANCA,00,00,0.0,0.0
I,1,000004,2023-10-02,JL-7872G-A,10.0,,000005,TE0300,156.4,184.0,0.0,003,BIANCA P,00,00,156.4,0.0
I,1,000004,2023-10-02,JL-7872G-B,10.0,,000005,TE0300,129.2,152.0,0.0,003,BIANCA P,00,00,129.2,0.0
I,1,000004,2023-10-02,JL-7872G-C,10.0,,000005,TE0300,102.0,120.0,0.0,003,BIANCA P,00,00,102.0,0.0
I,1,000004,2023-10-02,CS-PP102R-S,6.0,,000005,TE0300,197.2,232.0,0.0,003,BIANCA P,00,00,197.2,0.0
I,1,000004,2023-10-02,CS-CG01,1.0,,000005,TE0300,489.6,576.0,0.0,003,BIANCA P,00,00,489.6,0.0
I,1,000004,2023-10-02,CS-55-L,5.0,,000005,TE0300,162.35,191.0,0.0,003,BIANCA P,00,00,162.35,0.0
I,1,000004,2023-10-02,CS-55-M,5.0,,000005,TE0300,143.65,169.0,0.0,003,BIANCA P,00,00,143.65,0.0
I,1,000004,2023-10-02,CS-55-S,5.0,,000005,TE0300,111.35,131.0,0.0,003,BIANCA P,00,00,111.35,0.0
I,1,000004,2023-10-02,CS-59-1L,5.0,,000005,TE0300,184.45,217.0,0.0,003,BIANCA P,00,00,184.45,0.0
I,1,000004,2023-10-02,CS-59-1M,5.0,,000005,TE0300,158.95,187.0,0.0,003,BIANCA P,00,00,158.95,0.0
I,1,000004,2023-10-02,CS-59-1S,5.0,,000005,TE0300,127.5,150.0,0.0,003,BIANCA P,00,00,127.5,0.0
I,1,000004,2023-10-02,CS-C-4,5.0,,000005,TE0300,91.8,108.0,0.0,003,BIANCA P,00,00,91.8,0.0
I,1,000004,2023-10-02,CS-C-8,5.0,,000005,TE0300,91.8,108.0,0.0,003,BIANCA P,00,00,91.8,0.0
I,1,000004,2023-10-02,CS-C-65,5.0,,000005,TE0300,91.8,108.0,0.0,003,BIANCA P,00,00,91.8,0.0
I,1,000004,2023-10-02,CS-H-1,5.0,,000005,TE0300,158.95,187.0,0.0,003,BIANCA P,00,00,158.95,0.0
I,1,000004,2023-10-02,CS-H-2,5.0,,000005,TE0300,158.95,187.0,0.0,003,BIANCA P,00,00,158.95,0.0
I,1,000004,2023-10-02,CS-H-3,5.0,,000005,TE0300,158.95,187.0,0.0,003,BIANCA P,00,00,158.95,0.0
I,1,000004,2023-10-02,CS-H-5,5.0,,000005,TE0300,158.95,187.0,0.0,003,BIANCA P,00,00,158.95,0.0
I,1,000004,2023-10-02,CS-J-8,20.0,,000005,TE0300,82.45,97.0,0.0,003,BIANCA P,00,00,82.45,0.0
I,1,000004,2023-10-02,CS-FH-5L,5.0,,000005,TE0300,204.0,240.0,0.0,003,BIANCA P,00,00,204.0,0.0
I,1,000004,2023-10-02,CS-FH-5M,5.0,,000005,TE0300,153.0,180.0,0.0,003,BIANCA P,00,00,153.0,0.0
I,1,000004,2023-10-02,CS-FH-5S,5.0,,000005,TE0300,95.2,112.0,0.0,003,BIANCA P,00,00,95.2,0.0
I,1,000005,2023-10-02,CS-BB12-L,2.0,,000014,TC0700,283.5,315.0,0.0,001,ESTHER,00,00,283.5,0.0
I,1,000005,2023-10-02,CS-CR4-L,2.0,,000014,TC0700,369.0,410.0,0.0,001,ESTHER,00,00,369.0,0.0
I,1,000005,2023-10-02,CS-CR4-M,1.0,,000014,TC0700,311.4,346.0,0.0,001,ESTHER,00,00,311.4,0.0
I,1,000005,2023-10-02,CS-BB12-M,3.0,,000014,TC0700,243.0,270.0,0.0,001,ESTHER,00,00,243.0,0.0
I,1,000005,2023-10-02,CS-KH205,20.0,,000014,TC0700,84.6,94.0,0.0,001,ESTHER,00,00,84.6,0.0
I,1,000006,2023-10-02,CS-101040-C,4.0,,000011,TB0100,118.8,135.0,0.0,003,BIANCA P,00,00,118.8,0.0
I,1,000006,2023-10-02,JL-3083A,5.0,,000011,TB0100,288.64,328.0,0.0,003,BIANCA P,00,00,288.64,0.0
I,1,000006,2023-10-02,JL-137B-A,1.0,,000011,TB0100,84.48,96.0,0.0,003,BIANCA P,00,00,84.48,0.0
I,1,000006,2023-10-02,ZJ-YG235-A,3.0,,000011,TB0100,73.92,84.0,0.0,003,BIANCA P,00,00,73.92,0.0
I,1,000006,2023-10-02,CS-59-1M,2.0,,000011,TB0100,164.56,187.0,0.0,003,BIANCA P,00,00,164.56,0.0
I,1,000006,2023-10-02,CS-J-68,2.0,,000011,TB0100,85.36,97.0,0.0,003,BIANCA P,00,00,85.36,0.0
I,1,000006,2023-10-02,JL-W03-GD,4.0,,000011,TB0100,9.15,10.4,0.0,003,BIANCA P,00,00,9.15,0.0
I,1,000006,2023-10-02,JL-W03-SV,4.0,,000011,TB0100,9.15,10.4,0.0,003,BIANCA P,00,00,9.15,0.0
I,1,000006,2023-10-02,JL-W03-BZ,5.0,,000011,TB0100,9.15,10.4,0.0,003,BIANCA P,00,00,9.15,0.0
I,1,000006,2023-10-02,CS-08B-L,1.0,,000011,TB0100,202.4,230.0,0.0,003,BIANCA P,00,00,202.4,0.0
I,1,000007,2023-10-02,CS-BP01,20.0,,000015,CIG010,45.6,48.0,0.0,003,BIANCA P,00,00,45.6,0.0
I,1,000007,2023-10-02,CS-2HB-L,6.0,,000015,CIG010,184.3,194.0,0.0,003,BIANCA P,00,00,184.3,0.0
I,1,000007,2023-10-02,CS-45-S,6.0,,000015,CIG010,107.35,113.0,0.0,003,BIANCA P,00,00,107.35,0.0
I,1,000007,2023-10-02,CS-J-68,5.0,,000015,CIG010,92.15,97.0,0.0,003,BIANCA P,00,00,92.15,0.0
I,1,000007,2023-10-02,CS-168035-C,10.0,,000015,CIG010,104.5,110.0,0.0,003,BIANCA P,00,00,104.5,0.0
N,1,000005,2023-10-02,XY-65-S,-1.0,,QTY,,0.0,139.0,0.0,,ESTHER,00,00,0.0,0.0
I,1,000008,2023-10-02,XY-65-S,1.0,,000002,TP0100,132.05,139.0,0.0,001,ESTHER,00,00,132.05,0.0
I,1,000008,2023-10-02,ZJ-YG218-GD,15.0,,000002,TP0100,32.3,34.0,0.0,001,ESTHER,00,00,32.3,0.0
I,1,000009,2023-10-02,CS-06B-L,2.0,,000019,CC0100,320.15,337.0,0.0,003,BIANCA P,00,00,320.15,0.0
I,1,000009,2023-10-02,CS-06B-M,2.0,,000019,CC0100,285.0,300.0,0.0,003,BIANCA P,00,00,285.0,0.0
I,1,000009,2023-10-02,CS-06B-S,2.0,,000019,CC0100,248.9,262.0,0.0,003,BIANCA P,00,00,248.9,0.0
I,1,000009,2023-10-02,CS-K08-L,2.0,,000019,CC0100,405.65,427.0,0.0,003,BIANCA P,00,00,405.65,0.0
I,1,000009,2023-10-02,CS-K08-M,2.0,,000019,CC0100,356.25,375.0,0.0,003,BIANCA P,00,00,356.25,0.0
I,1,000009,2023-10-02,CS-K08-S,6.0,,000019,CC0100,327.75,345.0,0.0,003,BIANCA P,00,00,327.75,0.0
I,1,000010,2023-10-02,CS-KH205,10.0,,000022,UBMM01,91.18,94.0,0.0,001,ESTHER,00,00,91.18,0.0
I,1,000011,2023-10-02,JL-4066B,17.0,,000018,LS0200,243.2,256.0,0.0,001,ESTHER,00,00,243.2,0.0
I,1,000011,2023-10-02,JL-4066C,4.0,,000018,LS0200,212.8,224.0,0.0,001,ESTHER,00,00,212.8,0.0
I,1,000011,2023-10-02,JL-4066D,9.0,,000018,LS0200,190.0,200.0,0.0,001,ESTHER,00,00,190.0,0.0
I,1,000012,2023-10-03,CS-44-S,16.0,,000016,MM0200,106.4,112.0,0.0,001,ESTHER,00,00,106.4,0.0
I,1,000012,2023-10-03,LD-GT00-L,1.0,,000016,MM0200,191.9,202.0,0.0,001,ESTHER,00,00,191.9,0.0
I,1,000012,2023-10-03,LD-GT08-L,1.0,,000016,MM0200,184.3,194.0,0.0,001,ESTHER,00,00,184.3,0.0
I,1,000013,2023-10-03,CS-06B-L,1.0,,000020,WC0100,337.0,337.0,0.0,003,BIANCA P,00,00,337.0,0.0
I,1,000013,2023-10-03,CS-101040-B,1.0,,000020,WC0100,187.0,187.0,0.0,003,BIANCA P,00,00,187.0,0.0
I,1,000013,2023-10-03,CS-KH205,4.0,,000020,WC0100,94.0,94.0,0.0,003,BIANCA P,00,00,94.0,0.0
I,1,000014,2023-10-03,CS-44-M,27.0,BREAKTHROUGH INNOV.,000010,TDG020,127.5,150.0,0.0,003,BIANCA P,00,00,127.5,0.0
I,1,000015,2023-10-03,ZJ-SR01-GD,110.0,,000023,SUN010,12.35,13.0,0.0,001,ESTHER,00,00,12.35,0.0
I,1,000015,2023-10-03,ZJ-SR01-SV,110.0,,000023,SUN010,12.35,13.0,0.0,001,ESTHER,00,00,12.35,0.0
I,1,000015,2023-10-03,ZJ-SR01-BZ,35.0,,000023,SUN010,12.35,13.0,0.0,001,ESTHER,00,00,12.35,0.0
I,1,000015,2023-10-03,DELIVERY,1.0,,000023,SUN010,200.0,150.0,0.0,001,ESTHER,00,00,200.0,0.0
I,1,000016,2023-10-03,CS-168035-C,2.0,,000026,CIG010,104.5,110.0,0.0,003,BIANCA P,00,00,104.5,0.0
I,1,000017,2023-10-03,LD-T082-150,4.0,P/O 1816,000027,TJ0100,191.9,202.0,0.0,001,ESTHER,00,00,191.9,0.0
I,1,000018,2023-10-03,CS-K05-M,1.0,,000025,MC0900,285.0,300.0,0.0,003,BIANCA P,00,00,285.0,0.0
I,1,000018,2023-10-03,LD-T082-150,3.0,,000025,MC0900,191.9,202.0,0.0,003,BIANCA P,00,00,191.9,0.0
I,1,000019,2023-10-03,CS-59-1L,2.0,,000024,HD0100,199.64,217.0,0.0,003,BIANCA P,00,00,199.64,0.0
I,1,000019,2023-10-03,CS-59-1M,2.0,,000024,HD0100,172.04,187.0,0.0,003,BIANCA P,00,00,172.04,0.0
I,1,000019,2023-10-03,CS-59-1S,2.0,,000024,HD0100,138.0,150.0,0.0,003,BIANCA P,00,00,138.0,0.0
I,1,000020,2023-10-03,CS-C-8,5.0,,000030,TDG020,91.8,108.0,0.0,003,BIANCA P,00,00,91.8,0.0
I,1,000020,2023-10-03,LD-GT08-L,1.0,,000030,TDG020,164.9,194.0,0.0,003,BIANCA P,00,00,164.9,0.0
I,1,000020,2023-10-03,LD-GT08-M,1.0,,000030,TDG020,141.1,166.0,0.0,003,BIANCA P,00,00,141.1,0.0
I,1,000020,2023-10-03,LD-GT08-S,1.0,,000030,TDG020,116.45,137.0,0.0,003,BIANCA P,00,00,116.45,0.0
I,1,000021,2023-10-03,CS-8830B,185.0,,000031,SN0200,60.35,71.0,0.0,001,ESTHER,00,00,60.35,0.0
N,1,000006,2023-10-03,CS-168035-C,-10.0,,QTY,,0.0,110.0,0.0,,ESTHER,00,00,0.0,0.0
I,1,000022,2023-10-03,CS-168035-C,12.0,,000032,SN0200,93.5,110.0,0.0,001,ESTHER,00,00,93.5,0.0
I,1,000023,2023-10-03,CS-K05-M,3.0,,000028,WHC010,264.0,300.0,0.0,001,ESTHER,00,00,264.0,0.0
I,1,000023,2023-10-03,CS-K05-S,1.0,,000028,WHC010,211.2,240.0,0.0,001,ESTHER,00,00,211.2,0.0
I,1,000023,2023-10-03,CS-101040-C,2.0,,000028,WHC010,118.8,135.0,0.0,001,ESTHER,00,00,118.8,0.0
I,1,000023,2023-10-03,CS-44-M,2.0,,000028,WHC010,132.0,150.0,0.0,001,ESTHER,00,00,132.0,0.0
I,1,000024,2023-10-03,CS-H-15,1.0,,000036,MM0200,177.65,187.0,0.0,001,ESTHER,00,00,177.65,0.0
I,1,000024,2023-10-03,CS-44-S,1.0,,000036,MM0200,106.4,112.0,0.0,001,ESTHER,00,00,106.4,0.0
I,1,000025,2023-10-04,CS-BA100,27.0,,000029,TA0100,135.9,151.0,0.0,003,BIANCA P,00,00,135.9,0.0
I,1,000025,2023-10-04,LD-90-L,1.0,,000029,TA0100,459.9,511.0,0.0,003,BIANCA P,00,00,459.9,0.0
I,1,000025,2023-10-04,LD-90-M,1.0,,000029,TA0100,391.5,435.0,0.0,003,BIANCA P,00,00,391.5,0.0
I,1,000025,2023-10-04,LD-90-S,1.0,,000029,TA0100,324.0,360.0,0.0,003,BIANCA P,00,00,324.0,0.0
I,1,000025,2023-10-04,LD-07,32.0,,000029,TA0100,103.5,115.0,0.0,003,BIANCA P,00,00,103.5,0.0
I,1,000025,2023-10-04,HH-TS01-GD,32.0,,000029,TA0100,72.9,81.0,0.0,003,BIANCA P,00,00,72.9,0.0
I,1,000025,2023-10-04,JT-BS20,5.0,,000029,TA0100,10.8,12.0,0.0,003,BIANCA P,00,00,10.8,0.0
I,1,000025,2023-10-04,LD-L40,10.0,,000029,TA0100,23.4,26.0,0.0,003,BIANCA P,00,00,23.4,0.0
I,1,000025,2023-10-04,CS-GB40,4.0,,000029,TA0100,23.4,26.0,0.0,003,BIANCA P,00,00,23.4,0.0
I,1,000025,2023-10-04,ZJ-HL-B,1.0,,000029,TA0100,848.7,943.0,0.0,003,BIANCA P,00,00,848.7,0.0
I,1,000025,2023-10-04,ZJ-SY-2C,1.0,,000029,TA0100,939.6,1044.0,0.0,003,BIANCA P,00,00,939.6,0.0
I,1,000026,2023-10-05,LD-90-L,2.0,SHOPRITE,000035,TDG020,434.35,511.0,0.0,003,BIANCA P,00,00,434.35,0.0
I,1,000027,2023-10-05,CS-BB12-L,3.0,EASIGAS,000037,TDG020,267.75,315.0,0.0,003,BIANCA P,00,00,267.75,0.0
I,1,000027,2023-10-05,CS-BB12-M,11.0,EASIGAS,000037,TDG020,229.5,270.0,0.0,003,BIANCA P,00,00,229.5,0.0
I,1,000027,2023-10-05,CS-BB12-S,2.0,EASIGAS,000037,TDG020,197.2,232.0,0.0,003,BIANCA P,00,00,197.2,0.0
I,1,000028,2023-10-05,LD-S76,8.0,RNS,000013,TDG020,59.5,70.0,0.0,003,BIANCA P,00,00,59.5,0.0
I,1,000028,2023-10-05,LD-T082-120,8.0,RNS,000013,TDG020,133.45,157.0,0.0,003,BIANCA P,00,00,133.45,0.0
I,1,000028,2023-10-05,LD-GT01-L,14.0,RNS,000013,TDG020,134.3,158.0,0.0,003,BIANCA P,00,00,134.3,0.0
I,1,000028,2023-10-05,LD-T029-L,3.0,RNS,000013,TDG020,350.2,412.0,0.0,003,BIANCA P,00,00,350.2,0.0
I,1,000028,2023-10-05,CS-08B-M,10.0,RNS,000013,TDG020,171.7,202.0,0.0,003,BIANCA P,00,00,171.7,0.0
I,1,000029,2023-10-05,CS-H-3,6.0,JEPPE PIPE BAND,000034,TDG020,158.95,187.0,0.0,003,BIANCA P,00,00,158.95,0.0
N,1,000007,2023-10-05,LD-TP45-S,-3.0,,QTY,,0.0,280.0,0.0,,BIANCA P,00,00,0.0,0.0
I,1,000030,2023-10-05,LD-TP45-S,2.0,,000040,FM0200,266.0,280.0,0.0,003,BIANCA P,00,00,266.0,0.0
I,1,000030,2023-10-05,CS-K08-S,2.0,,000040,FM0200,327.75,345.0,0.0,003,BIANCA P,00,00,327.75,0.0
I,1,000030,2023-10-05,XY-119030B,2.0,,000040,FM0200,82.65,87.0,0.0,003,BIANCA P,00,00,82.65,0.0
I,1,000030,2023-10-05,XY-119030,2.0,,000040,FM0200,72.2,76.0,0.0,003,BIANCA P,00,00,72.2,0.0
I,1,000031,2023-10-05,JL-3064A,5.0,,000041,CWMT01,237.6,264.0,0.0,001,ESTHER,00,00,237.6,0.0
I,1,000031,2023-10-05,JL-3083A,5.0,,000041,CWMT01,295.2,328.0,0.0,001,ESTHER,00,00,295.2,0.0
I,1,000032,2023-10-05,CS-08B-M,21.0,WRESTLING,000009,TDG020,171.7,202.0,0.0,003,BIANCA P,00,00,171.7,0.0
I,1,000033,2023-10-05,LD-067-L,1.0,,000033,FP0200,414.0,450.0,0.0,001,ESTHER,00,00,414.0,0.0
I,1,000033,2023-10-05,LD-611-170,1.0,,000033,FP0200,469.2,510.0,0.0,001,ESTHER,00,00,469.2,0.0
I,1,000033,2023-10-05,JL-3064A,3.0,,000033,FP0200,242.88,264.0,0.0,001,ESTHER,00,00,242.88,0.0
I,1,000033,2023-10-05,JL-3064B,1.0,,000033,FP0200,220.8,240.0,0.0,001,ESTHER,00,00,220.8,0.0
I,1,000033,2023-10-05,JL-W03-BZ,50.0,,000033,FP0200,9.57,10.4,0.0,001,ESTHER,00,00,9.57,0.0
I,1,000033,2023-10-05,JL-W03-GD,100.0,,000033,FP0200,9.57,10.4,0.0,001,ESTHER,00,00,9.57,0.0
I,1,000033,2023-10-05,JL-W03-SV,50.0,,000033,FP0200,9.57,10.4,0.0,001,ESTHER,00,00,9.57,0.0
I,1,000034,2023-10-05,LD-T082-80,10.0,,000044,TSS020,87.3,97.0,0.0,001,ESTHER,00,00,87.3,0.0
I,1,000035,2023-10-05,CS-KH203,20.0,,000045,MSB010,89.3,94.0,0.0,001,ESTHER,00,00,89.3,0.0
I,1,000035,2023-10-05,CS-KH205,25.0,,000045,MSB010,89.3,94.0,0.0,001,ESTHER,00,00,89.3,0.0
I,1,000035,2023-10-05,CS-S-11,3.0,,000045,MSB010,264.1,278.0,0.0,001,ESTHER,00,00,264.1,0.0
I,1,000036,2023-10-05,JL-W03-GD,300.0,,000047,TG0100,9.88,10.4,0.0,001,ESTHER,00,00,9.88,0.0
I,1,000036,2023-10-05,JL-W03-SV,300.0,,000047,TG0100,9.88,10.4,0.0,001,ESTHER,00,00,9.88,0.0
I,1,000037,2023-10-05,CS-QQ-3M,3.0,,,FDS010,296.24,322.0,0.0,003,BIANCA P,00,00,296.24,0.0
I,1,000037,2023-10-05,JL-3083B,1.0,,,FDS010,264.96,288.0,0.0,003,BIANCA P,00,00,264.96,0.0
I,1,000037,2023-10-05,HH-F163,10.0,,,FDS010,15.64,17.0,0.0,003,BIANCA P,00,00,15.64,0.0
I,1,000038,2023-10-05,CS-184-M,10.0,,000046,IT0100,310.5,345.0,0.0,003,BIANCA P,00,00,310.5,0.0
I,1,000038,2023-10-05,CS-D80,10.0,,000046,IT0100,36.0,40.0,0.0,003,BIANCA P,00,00,36.0,0.0
I,1,000038,2023-10-05,CS-101040-C,4.0,,000046,IT0100,121.5,135.0,0.0,003,BIANCA P,00,00,121.5,0.0
I,1,000039,2023-10-05,CS-PP45,1.0,,000049,MSB010,171.0,180.0,0.0,001,ESTHER,00,00,171.0,0.0
I,1,000039,2023-10-05,CS-158010-C,1.0,,000049,MSB010,23.75,25.0,0.0,001,ESTHER,00,00,23.75,0.0
I,1,000040,2023-10-05,LD-90-L,10.0,,000050,IT0100,459.9,511.0,0.0,003,BIANCA P,00,00,459.9,0.0
I,1,000040,2023-10-05,LD-90-S,12.0,,000050,IT0100,324.0,360.0,0.0,003,BIANCA P,00,00,324.0,0.0
I,1,000041,2023-10-05,CS-J-68,5.0,,000051,TP0100,92.15,97.0,0.0,001,ESTHER,00,00,92.15,0.0
I,1,000042,2023-10-06,JL-W03-GD,180.0,,000053,TG0100,9.88,10.4,0.0,001,ESTHER,00,00,9.88,0.0
I,1,000042,2023-10-06,JL-W03-SV,180.0,,000053,TG0100,9.88,10.4,0.0,001,ESTHER,00,00,9.88,0.0
I,1,000042,2023-10-06,JL-W03-BZ,150.0,,000053,TG0100,9.88,10.4,0.0,001,ESTHER,00,00,9.88,0.0
N,1,000008,2023-10-06,LD-P102-M,-25.0,,QTY,,0.0,442.0,0.0,,BIANCA,00,00,0.0,0.0
I,1,000043,2023-10-06,LD-07B,40.0,,000048,SN0200,112.2,132.0,0.0,001,ESTHER,00,00,112.2,0.0
N,1,000009,2023-10-06,LD-P102-L,-10.0,,QTY,,0.0,510.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000010,2023-10-06,LD-110S,-220.0,,QTY,,0.0,184.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000011,2023-10-06,LD-S110,-59.0,,QTY,,0.0,116.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000012,2023-10-06,LD-S90,-60.0,,QTY,,0.0,95.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000013,2023-10-06,SP-EXTRA,-50.0,,QTY,,0.0,5.0,0.0,,BIANCA,00,00,0.0,0.0
I,1,000044,2023-10-06,LD-P102-M,25.0,,000057,SN0200,442.0,442.0,0.0,002,BIANCA,00,00,442.0,0.0
I,1,000044,2023-10-06,LD-P102-L,10.0,,000057,SN0200,510.0,510.0,0.0,002,BIANCA,00,00,510.0,0.0
I,1,000044,2023-10-06,LD-110S,220.0,,000057,SN0200,184.0,184.0,0.0,002,BIANCA,00,00,184.0,0.0
I,1,000044,2023-10-06,LD-S110,59.0,,000057,SN0200,116.0,116.0,0.0,002,BIANCA,00,00,116.0,0.0
I,1,000044,2023-10-06,LD-S90,60.0,,000057,SN0200,95.0,95.0,0.0,002,BIANCA,00,00,95.0,0.0
I,1,000044,2023-10-06,SP-EXTRA,50.0,,000057,SN0200,190.0,5.0,0.0,002,BIANCA,00,00,190.0,0.0
I,1,000045,2023-10-06,CS-BB12-M,5.0,EASIGAS,,TDG020,229.5,270.0,0.0,003,BIANCA P,00,00,229.5,0.0
C,1,000001,2023-10-06,CS-BB12-L,-3.0,EASIGAS,000027,TDG020,267.75,315.0,0.0,003,BIANCA P,00,00,267.75,0.0
C,1,000001,2023-10-06,CS-BB12-S,-2.0,EASIGAS,000027,TDG020,197.2,232.0,0.0,003,BIANCA P,00,00,197.2,0.0
C,1,000002,2023-10-06,CS-8830B,-100.0,,000021,SN0200,60.35,71.0,0.0,001,BIANCA,00,00,60.35,0.0
I,1,000046,2023-10-06,LD-T029-L,10.0,,000052,KG0200,379.04,412.0,0.0,001,ESTHER,00,00,379.04,0.0
I,1,000047,2023-10-06,ZJ-SR01-GD,70.0,,000059,LYE010,12.35,13.0,0.0,003,BIANCA P,00,00,12.35,0.0
N,1,000014,2023-10-06,SP-EXTRA,-600.0,,QTY,,0.0,5.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000015,2023-10-06,EXTRA2,-8.0,,QTY,,0.0,1.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000016,2023-10-07,JL-137R-A,-144.0,,QTY,,0.0,96.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000017,2023-10-07,JL-137R-B,-144.0,,QTY,,0.0,92.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000018,2023-10-07,JL-137R-C,-144.0,,QTY,,0.0,80.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000019,2023-10-07,JL-677R-A,-72.0,,QTY,,0.0,144.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000020,2023-10-07,JL-677R-B,-70.0,,QTY,,0.0,130.3286,0.0,,BIANCA,00,00,0.0,0.0
N,1,000021,2023-10-07,JL-677R-C,-72.0,,QTY,,0.0,112.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000022,2023-10-07,JL-787A,-120.0,,QTY,,0.0,128.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000023,2023-10-07,JL-787B,-144.0,,QTY,,0.0,96.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000024,2023-10-07,JL-787C,-144.0,,QTY,,0.0,72.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000025,2023-10-07,JL-787SV-C,-96.0,,QTY,,0.0,72.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000026,2023-10-07,JL-898A,-120.0,,QTY,,0.0,184.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000027,2023-10-07,JL-898B,-120.0,,QTY,,0.0,136.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000028,2023-10-07,JL-898C,-120.0,,QTY,,0.0,104.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000029,2023-10-07,JL-A1,-1200.0,,QTY,,0.0,16.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000030,2023-10-07,JL-A2,-1200.0,,QTY,,0.0,16.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000031,2023-10-07,JL-A7,-1200.0,,QTY,,0.0,16.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000032,2023-10-07,JL-G2091-1BZ,-60.0,,QTY,,0.0,65.5,0.0,,BIANCA,00,00,0.0,0.0
N,1,000033,2023-10-07,JL-G2091-1GD,-179.0,,QTY,,0.0,64.0168,0.0,,BIANCA,00,00,0.0,0.0
N,1,000034,2023-10-07,JL-G2091-1SV,-60.0,,QTY,,0.0,65.8,0.0,,BIANCA,00,00,0.0,0.0
N,1,000035,2023-10-07,JL-GD015A,-144.0,,QTY,,0.0,100.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000036,2023-10-07,JL-GD015B,-144.0,,QTY,,0.0,92.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000037,2023-10-07,JL-GD015C,-192.0,,QTY,,0.0,68.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000038,2023-10-07,JL-L01-GD,-2997.0,,QTY,,0.0,10.5015,0.0,,BIANCA,00,00,0.0,0.0
N,1,000039,2023-10-07,JL-L01-SV,-2998.0,,QTY,,0.0,10.501,0.0,,BIANCA,00,00,0.0,0.0
N,1,000041,2023-10-07,JL-S01-GD,-3000.0,,QTY,,0.0,11.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000042,2023-10-07,JL-S01-SV,-1000.0,,QTY,,0.0,11.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000043,2023-10-07,JL-T169A,-120.0,,QTY,,0.0,148.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000044,2023-10-07,JL-T169B,-150.0,,QTY,,0.0,132.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000045,2023-10-07,JL-T169C,-120.0,,QTY,,0.0,112.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000046,2023-10-07,JL-TF017-A,-143.0,,QTY,,0.0,60.021,0.0,,BIANCA,00,00,0.0,0.0
N,1,000047,2023-10-07,JL-TF017-B,-144.0,,QTY,,0.0,48.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000048,2023-10-07,JL-TF017-C,-144.0,,QTY,,0.0,40.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000049,2023-10-07,JL-TF017A-HLR,-1200.0,,QTY,,0.0,18.4,0.0,,BIANCA,00,00,0.0,0.0
N,1,000050,2023-10-07,JL-W01-BZ,-500.0,,QTY,,0.0,11.7776,0.0,,BIANCA,00,00,0.0,0.0
