"YEAR:","CURRENT"
"REPORT:","COMPLETE REPORT"
"CATEGORY:",""
"ITEM NUMBER:",""
"ACCOUNT NUMBER:",""
"SALES REP:",""
"LOCATION:","ALL LOCATIONS"

"ITEM NUMBER","DESCRIPTION","REP","DOCNO","ACCNO","DATE","QUANTITY","RETAIL","COST","GROSS","%"
"AF-02","AIRFREIGHT CHARGE","002","000510","SN0200","28/11/2023","36","5746","1800","3946","68.7"
"TOTALS:","","","","","","36","5746","1800","3946","68.7"
"CC01","COURIER CHARGES","003","000094","COS010","12/10/2023","1","641","10","631","98.4"
"CC01","COURIER CHARGES","001","000109","LAC010","16/10/2023","1","196","10","186","94.9"
"CC01","COURIER CHARGES","003","000502","COS010","27/11/2023","1","96","10","86","89.6"
"CC01","COURIER CHARGES","003","001304","COS010","09/05/2024","1","389","10","379","97.4"
"TOTALS:","","","","","","4","1322","40","1282","97.0"
"CR-P32-2","GOLD CUP RUBY RED 400MM(H)","001","000314","UBMM01","08/11/2023","1","152","157","-5","-3.1"
"CR-P32-2","GOLD CUP RUBY RED 400MM(H)","001","000429","UBMM01","20/11/2023","1","152","157","-5","-3.1"
"CR-P32-2","GOLD CUP RUBY RED 400MM(H)","001","001002","UBMM01","11/03/2024","1","63","157","-94","-150.0"
"TOTALS:","","","","","","3","367","471","-104","-28.2"
"CR-P32-3","GOLD CUP RUBY RED 460MM(H)","001","000136","TC0700","18/10/2023","6","1004","1116","-112","-11.1"
"CR-P32-3","GOLD CUP RUBY RED 460MM(H)","001","000234","UBMM01","31/10/2023","1","180","186","-6","-3.1"
"CR-P32-3","GOLD CUP RUBY RED 460MM(H)","001","000314","UBMM01","08/11/2023","1","180","186","-6","-3.1"
"CR-P32-3","GOLD CUP RUBY RED 460MM(H)","003","001453","TT0700","21/06/2024","1","171","186","-15","-8.7"
"CR-P32-3","GOLD CUP RUBY RED 460MM(H)","001","001490","PRJ010","01/07/2024","1","186","186","0","0.0"
"TOTALS:","","","","","","10","1722","1860","-138","-8.0"
"CR-SL101-3","SILVER & BLACK CHALISE 390MM","003","000578","TB0100","04/12/2023","4","489","556","-67","-13.6"
"CR-SL101-3","SILVER & BLACK CHALISE 390MM","003","000892","TE0300","20/02/2024","25","2954","3475","-521","-17.6"
"CR-SL101-3","SILVER & BLACK CHALISE 390MM","003","001467","TB0100","25/06/2024","5","612","695","-83","-13.6"
"TOTALS:","","","","","","34","4055","4726","-671","-16.6"
"CS-021-1","ROUND PLATE ON WOOD 180MM (H","001","001166","LS0200","15/04/2024","1","62","155","-93","-150.0"
"TOTALS:","","","","","","1","62","155","-93","-150.0"
"CS-021-3","PRESTIGE ON WOOD 210MM (H)","001","000381","UBMM01","15/11/2023","5","752","775","-23","-3.1"
"CS-021-3","PRESTIGE ON WOOD 210MM (H)","003","001304","COS010","09/05/2024","1","140","155","-15","-11.1"
"TOTALS:","","","","","","6","891","930","-39","-4.3"
"CS-022-100BZ","SIDE FROST BZ: WOOD BASE 305","003","000164","TB0100","24/10/2023","2","468","532","-64","-13.6"
"TOTALS:","","","","","","2","468","532","-64","-13.6"
"CS-022-100GD","SIDE FROST GD: WOOD BASE 305","001","001166","LS0200","15/04/2024","1","106","266","-160","-150.0"
"TOTALS:","","","","","","1","106","266","-160","-150.0"
"CS-022-100SV","SIDE FROST SV: WOOD BASE 305","001","001166","LS0200","15/04/2024","1","106","266","-160","-150.0"
"TOTALS:","","","","","","1","106","266","-160","-150.0"
"CS-022-102","PENTAGON / BLUE STAR 210MM (","002","000372","CCG020","15/11/2023","9","2394","2394","0","0.0"
"TOTALS:","","","","","","9","2394","2394","0","0.0"
"CS-022-103","SAIL BOAT BLUE PIECE 255MM (","003","000947","CTR010","29/02/2024","1","266","266","0","0.0"
"TOTALS:","","","","","","1","266","266","0","0.0"
"CS-022-105","SPEAR ON WOOD 265MM (H)","003","001432","TT0700","14/06/2024","1","270","294","-24","-8.7"
"TOTALS:","","","","","","1","270","294","-24","-8.7"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000079","PGJ010","11/10/2023","1","236","262","-26","-11.1"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000080","FP0200","11/10/2023","1","241","262","-21","-8.7"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","003","000105","TDG020","16/10/2023","6","1336","1572","-236","-17.6"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","003","000149","CC0100","20/10/2023","11","2738","2882","-144","-5.3"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000189","GSM010","25/10/2023","1","249","262","-13","-5.3"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000213","TG0100","30/10/2023","2","498","524","-26","-5.3"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000231","PGJ010","31/10/2023","12","2830","3144","-314","-11.1"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","003","000237","TDG020","01/11/2023","6","1336","1572","-236","-17.6"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000328","TG0100","09/11/2023","1","249","262","-13","-5.3"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","003","000384","LYE010","16/11/2023","7","1742","1834","-92","-5.3"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","003","000391","TDG020","17/11/2023","1","223","262","-39","-17.6"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","003","000511","TB0100","28/11/2023","1","231","262","-31","-13.6"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","003","000550","TB0100","30/11/2023","1","231","262","-31","-13.6"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000564","JG0100","01/12/2023","1","249","262","-13","-5.3"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000691","JG0100","16/01/2024","1","249","262","-13","-5.3"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000697","RB0200","17/01/2024","1","262","262","0","0.0"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","003","000738","SSS010","25/01/2024","60","14934","15720","-786","-5.3"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000787","RB0200","05/02/2024","1","262","262","0","0.0"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","003","000791","SSS010","05/02/2024","1","249","262","-13","-5.3"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000836","MM0200","09/02/2024","20","4978","5240","-262","-5.3"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000858","MM0200","13/02/2024","2","498","524","-26","-5.3"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000871","SM0200","15/02/2024","4","1048","1048","0","0.0"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","000874","SN0200","15/02/2024","5","1114","1310","-197","-17.6"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","003","000953","MBSA01","01/03/2024","1","262","262","0","0.0"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","001","001463","VE0100","24/06/2024","6","1507","1674","-167","-11.1"
"CS-026Y-L","TR ROUND YELLOW SIDES 270MM","003","001467","TB0100","25/06/2024","4","982","1116","-134","-13.6"
"TOTALS:","","","","","","158","38731","41566","-2835","-7.3"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","000018","TB0100","18/01/2024","-12","-2450","-2784","334","-13.6"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","001","000079","PGJ010","11/10/2023","1","209","232","-23","-11.1"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","000105","TDG020","16/10/2023","6","1183","1392","-209","-17.6"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","000151","TB0100","20/10/2023","1","204","232","-28","-13.6"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","001","000231","PGJ010","31/10/2023","10","2088","2320","-232","-11.1"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","000237","TDG020","01/11/2023","5","986","1160","-174","-17.6"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","000413","TDG020","20/11/2023","2","394","464","-70","-17.6"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","000447","FM0200","22/11/2023","3","661","696","-35","-5.3"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","000459","SSL010","22/11/2023","9","2088","2088","0","0.0"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","000470","TB0100","23/11/2023","2","408","464","-56","-13.6"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","001","000499","FP0200","27/11/2023","2","427","464","-37","-8.7"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","001","000564","JG0100","01/12/2023","1","220","232","-12","-5.3"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","001","000664","VE0100","13/12/2023","5","1044","1160","-116","-11.1"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","001","000691","JG0100","16/01/2024","1","220","232","-12","-5.3"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","001","000697","RB0200","17/01/2024","2","464","464","0","0.0"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","000703","TB0100","18/01/2024","12","2450","2784","-334","-13.6"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","001","000731","SM0200","24/01/2024","1","232","232","0","0.0"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","000770","SSS010","31/01/2024","8","1763","1856","-93","-5.3"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","001","000787","RB0200","05/02/2024","1","232","232","0","0.0"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","000791","SSS010","05/02/2024","8","1763","1856","-93","-5.3"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","001","000874","SN0200","15/02/2024","3","592","696","-104","-17.6"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","001","001463","VE0100","24/06/2024","7","1556","1729","-173","-11.1"
"CS-026Y-M","TR ROUND YELLOW SIDES 245MM","003","001467","TB0100","25/06/2024","4","869","988","-119","-13.6"
"TOTALS:","","","","","","82","17605","19189","-1584","-9.0"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","001","000079","PGJ010","11/10/2023","1","189","210","-21","-11.1"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","003","000105","TDG020","16/10/2023","6","1071","1260","-189","-17.6"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","003","000215","TT0700","30/10/2023","1","193","210","-17","-8.7"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","001","000231","PGJ010","31/10/2023","10","1890","2100","-210","-11.1"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","003","000237","TDG020","01/11/2023","6","1071","1260","-189","-17.6"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","001","000307","NT0300","08/11/2023","6","1008","1260","-252","-25.0"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","003","000549","ME0100","30/11/2023","15","3150","3150","0","0.0"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","001","000564","JG0100","01/12/2023","1","200","210","-10","-5.3"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","003","000568","TDG020","04/12/2023","14","2499","2940","-441","-17.6"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","003","000597","TB0100","05/12/2023","3","554","630","-76","-13.6"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","003","000617","LYE010","06/12/2023","2","399","420","-21","-5.3"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","001","000787","RB0200","05/02/2024","1","210","210","0","0.0"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","003","000791","SSS010","05/02/2024","6","1197","1260","-63","-5.3"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","001","000802","SM0200","06/02/2024","3","630","630","0","0.0"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","001","000874","SN0200","15/02/2024","9","1607","1890","-283","-17.6"
"CS-026Y-S","TR ROUND YELLOW SIDES 225MM","003","001467","TB0100","25/06/2024","4","785","892","-107","-13.6"
"TOTALS:","","","","","","88","16653","18532","-1879","-11.3"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","000009","CC0100","02/10/2023","2","640","674","-34","-5.3"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","000013","WC0100","03/10/2023","1","337","337","0","0.0"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","001","000050","WHC010","09/10/2023","1","297","337","-40","-13.6"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","001","000103","WHC010","13/10/2023","1","297","337","-40","-13.6"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","000117","TB0100","17/10/2023","10","2966","3370","-404","-13.6"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","000122","SSS010","17/10/2023","8","2561","2696","-135","-5.3"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","000327","IT0100","09/11/2023","4","1213","1348","-135","-11.1"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","001100","TB0100","28/03/2024","1","297","337","-40","-13.6"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","001161","TE0300","12/04/2024","6","1719","2022","-303","-17.6"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","001191","TB0100","18/04/2024","2","593","674","-81","-13.6"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","001358","TB0100","23/05/2024","3","890","1011","-121","-13.6"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","001","001385","CWMT01","31/05/2024","1","303","337","-34","-11.1"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","001387","TA0100","31/05/2024","2","607","674","-67","-11.1"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","001399","IT0100","04/06/2024","2","607","674","-67","-11.1"
"CS-06B-L","BLUE STAR TO LEFT & BLUE/B 2","003","001431","SSL010","14/06/2024","1","337","337","0","0.0"
"TOTALS:","","","","","","45","13662","15165","-1503","-11.0"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","000009","CC0100","02/10/2023","2","570","600","-30","-5.3"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","001","000034","CP0100","23/05/2024","-5","-1500","-1500","0","0.0"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","000164","TB0100","24/10/2023","2","528","600","-72","-13.6"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","000201","TB0100","26/10/2023","8","2112","2400","-288","-13.6"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","000257","TB0100","02/11/2023","2","528","600","-72","-13.6"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","000309","CTR010","08/11/2023","1","300","300","0","0.0"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","000325","TB0100","09/11/2023","8","2112","2400","-288","-13.6"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","000337","FDS010","10/11/2023","1","276","300","-24","-8.7"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","000340","TA0100","10/11/2023","18","4860","5400","-540","-11.1"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","000413","TDG020","20/11/2023","1","255","300","-45","-17.6"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","001","000453","SN0200","22/11/2023","4","1020","1200","-180","-17.6"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","000465","TDG020","23/11/2023","19","4845","5700","-855","-17.6"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","001","000491","FP0200","24/11/2023","1","276","300","-24","-8.7"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","001","000566","TP0100","01/12/2023","1","285","300","-15","-5.3"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","000592","TDG020","05/12/2023","3","765","900","-135","-17.6"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","001","001328","CP0100","16/05/2024","1","300","300","0","0.0"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","001330","SSL010","16/05/2024","26","7800","7800","0","0.0"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","001","001339","CP0100","20/05/2024","25","7500","7500","0","0.0"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","001","001355","CP0100","22/05/2024","10","3000","3000","0","0.0"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","001358","TB0100","23/05/2024","3","792","900","-108","-13.6"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","001","001385","CWMT01","31/05/2024","1","270","300","-30","-11.1"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","001","001406","CP0100","06/06/2024","11","3300","3300","0","0.0"
"CS-06B-M","BLUE STAR TO LEFT & BLUE/B 2","003","001431","SSL010","14/06/2024","1","300","300","0","0.0"
"TOTALS:","","","","","","144","40494","43200","-2706","-6.7"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","003","000009","CC0100","02/10/2023","2","498","524","-26","-5.3"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","001","000344","WHC010","10/11/2023","2","461","524","-63","-13.6"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","003","000355","TB0100","14/11/2023","2","461","524","-63","-13.6"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","001","000453","SN0200","22/11/2023","12","2672","3144","-472","-17.6"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","001","000540","TP0100","29/11/2023","6","1493","1572","-79","-5.3"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","003","000590","TB0100","05/12/2023","1","231","262","-31","-13.6"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","001","001169","TP0200","15/04/2024","10","2620","2620","0","0.0"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","003","001182","TB0100","17/04/2024","2","461","524","-63","-13.6"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","003","001270","TB0100","02/05/2024","1","231","262","-31","-13.6"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","003","001358","TB0100","23/05/2024","3","692","786","-94","-13.6"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","001","001385","CWMT01","31/05/2024","1","236","262","-26","-11.1"
"CS-06B-S","BLUE STAR TO LEFT & BLUE/B 2","003","001431","SSL010","14/06/2024","1","262","262","0","0.0"
"TOTALS:","","","","","","43","10318","11266","-948","-9.2"
"CS-08B-L","LONG STAR BLUE BASE 285MM(H)","003","000006","TB0100","02/10/2023","1","202","230","-28","-13.6"
"CS-08B-L","LONG STAR BLUE BASE 285MM(H)","001","000126","SN0200","17/10/2023","1","92","230","-138","-150.0"
"CS-08B-L","LONG STAR BLUE BASE 285MM(H)","003","001040","TDG020","15/03/2024","9","1760","2367","-608","-34.5"
"CS-08B-L","LONG STAR BLUE BASE 285MM(H)","003","001207","TDG020","22/04/2024","1","196","263","-68","-34.5"
"CS-08B-L","LONG STAR BLUE BASE 285MM(H)","001","001239","SN0200","26/04/2024","4","782","1052","-270","-34.5"
"CS-08B-L","LONG STAR BLUE BASE 285MM(H)","003","001475","TDG020","26/06/2024","17","3324","4471","-1148","-34.5"
"TOTALS:","","","","","","33","6355","8613","-2258","-35.5"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","003","000028","TDG020","05/10/2023","10","1717","2020","-303","-17.6"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","003","000032","TDG020","05/10/2023","21","3606","4242","-636","-17.6"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","001","000126","SN0200","17/10/2023","7","1202","1414","-212","-17.6"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","003","000131","TDG020","18/10/2023","4","687","808","-121","-17.6"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","003","000301","TDG020","08/11/2023","3","515","606","-91","-17.6"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","001","000310","FPM010","08/11/2023","5","939","1010","-71","-7.5"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","003","000394","IT0100","17/11/2023","1","182","202","-20","-11.1"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","003","000841","CTR010","12/02/2024","1","202","202","0","0.0"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","003","000854","CTR010","13/02/2024","50","10100","10100","0","0.0"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","001","000909","WHC010","23/02/2024","2","356","404","-49","-13.6"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","003","001100","TB0100","28/03/2024","5","889","1010","-121","-13.6"
"CS-08B-M","LONG STAR BLUE BASE 250MM(H)","001","001166","LS0200","15/04/2024","1","81","202","-121","-150.0"
"TOTALS:","","","","","","110","20475","22220","-1745","-8.5"
"CS-08B-S","LONG STAR BLUE BASE 230MM(H)","003","000089","SSS010","12/10/2023","10","1644","1730","-87","-5.3"
"CS-08B-S","LONG STAR BLUE BASE 230MM(H)","003","000143","TB0100","19/10/2023","5","761","865","-104","-13.6"
"CS-08B-S","LONG STAR BLUE BASE 230MM(H)","003","000355","TB0100","14/11/2023","7","1066","1211","-145","-13.6"
"CS-08B-S","LONG STAR BLUE BASE 230MM(H)","003","001143","TB0100","09/04/2024","18","2740","3114","-374","-13.6"
"CS-08B-S","LONG STAR BLUE BASE 230MM(H)","001","001166","LS0200","15/04/2024","1","69","173","-104","-150.0"
"CS-08B-S","LONG STAR BLUE BASE 230MM(H)","003","001207","TDG020","22/04/2024","1","147","173","-26","-17.6"
"TOTALS:","","","","","","42","6427","7266","-839","-13.1"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","003","000013","WC0100","03/10/2023","1","187","187","0","0.0"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","001","000050","WHC010","09/10/2023","1","165","187","-22","-13.6"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","001","000103","WHC010","13/10/2023","4","658","748","-90","-13.6"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","003","000365","TDG020","15/11/2023","6","954","1122","-168","-17.6"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","001","000378","MD0200","15/11/2023","5","935","935","0","0.0"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","003","000626","TDG020","07/12/2023","11","1748","2057","-309","-17.6"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","001","000747","SN0200","26/01/2024","15","2384","2805","-421","-17.6"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","001","000803","MD0200","06/02/2024","26","4862","4862","0","0.0"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","001","000891","WHC010","20/02/2024","2","329","374","-45","-13.6"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","003","000908","TA0100","23/02/2024","2","337","374","-37","-11.1"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","001","000981","WHC010","06/03/2024","1","165","187","-22","-13.6"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","003","000985","TA0100","07/03/2024","6","1010","1122","-112","-11.1"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","003","001047","FDS010","18/03/2024","4","688","748","-60","-8.7"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","003","001048","FDS010","18/03/2024","1","172","187","-15","-8.7"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","003","001384","TA0100","30/05/2024","50","8415","9350","-935","-11.1"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","001","001434","WHC010","14/06/2024","2","329","374","-45","-13.6"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","001","001452","SN0200","21/06/2024","100","19635","23100","-3465","-17.6"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","003","001454","TA0100","21/06/2024","5","1040","1155","-116","-11.1"
"CS-101040-B","BLK SQUARE BASE 100*100*40 (","003","001456","AGU010","21/06/2024","2","430","462","-32","-7.5"
"TOTALS:","","","","","","244","44442","50336","-5894","-13.3"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","000006","TB0100","02/10/2023","4","475","540","-65","-13.6"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","001","000023","WHC010","03/10/2023","2","238","270","-32","-13.6"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","000038","IT0100","05/10/2023","4","486","540","-54","-11.1"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","001","000048","SN0200","09/10/2023","10","1148","1350","-203","-17.6"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","000088","IT0100","12/10/2023","3","365","405","-41","-11.1"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","000115","IT0100","16/10/2023","3","365","405","-41","-11.1"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","000146","TA0100","19/10/2023","3","365","405","-41","-11.1"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","000185","CC0100","25/10/2023","12","1539","1620","-81","-5.3"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","000470","TB0100","23/11/2023","2","238","270","-32","-13.6"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","001","000705","FP0200","18/01/2024","7","869","945","-76","-8.7"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","001","000756","FP0200","29/01/2024","4","497","540","-43","-8.7"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","002","000870","IT0100","15/02/2024","9","1094","1215","-122","-11.1"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","000881","HD0100","19/02/2024","50","6210","6750","-540","-8.7"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","001054","TB0100","18/03/2024","2","238","270","-32","-13.6"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","001117","TB0100","03/04/2024","12","1426","1620","-194","-13.6"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","001182","TB0100","17/04/2024","5","594","675","-81","-13.6"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","001185","TDG020","18/04/2024","1","115","135","-20","-17.6"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","001337","CIG010","20/05/2024","10","1283","1350","-68","-5.3"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","001","001452","SN0200","21/06/2024","30","4259","5010","-752","-17.6"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","001467","TB0100","25/06/2024","3","441","501","-60","-13.6"
"CS-101040-C","CLR SQUARE BASE 100*100*40 (","003","001492","TB0100","02/07/2024","2","294","334","-40","-13.6"
"TOTALS:","","","","","","178","22534","25150","-2616","-11.6"
"CS-101140T-B","BLK SLANTED BASE 100*110*40M","001","000009","SN0200","02/11/2023","-30","-5534","-6510","977","-17.6"
"CS-101140T-B","BLK SLANTED BASE 100*110*40M","001","000252","SN0200","02/11/2023","30","5534","6510","-977","-17.6"
"TOTALS:","","","","","","0","0","0","0","0.0"
"CS-101140T-C","CLEAR SLANTED BASE 100*110*4","001","000073","SN0200","11/10/2023","20","2669","3140","-471","-17.6"
"CS-101140T-C","CLEAR SLANTED BASE 100*110*4","001","000255","SN0200","02/11/2023","30","4004","4710","-707","-17.6"
"CS-101140T-C","CLEAR SLANTED BASE 100*110*4","002","000451","FM0200","22/11/2023","2","298","314","-16","-5.3"
